created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Sep 16 06:53:49 +0000 2023;1702938823565722106;"pgn makan sosis keju indomaret trssss☹️";0;0;0;0;in;232211473;1702938823565722106;safiranaa;https://twitter.com/safiranaa/status/1702938823565722106
Fri Sep 15 17:05:08 +0000 2023;1702730279310467445;"Di jalan. Ga lama dari itu, aku turun ke bawah dan lak farid sampai setelah beberapa menit. Aku buka pagar biar kak farid parkir di dalam. Kak farid turun dari motor dan bawa kantong-kantong plastik. Isinya ada thai tea, sosis indomaret yang keju, dan nasi goreng seafood";0;1;0;0;in;1700192143661514752;1702730247823827379;_willcometrue;https://twitter.com/_willcometrue/status/1702730279310467445
Fri Sep 15 09:49:26 +0000 2023;1702620633786667492;"beneran seneng banget bisa makan sosis keju nya indomaret tanpa uek uek 🥹🥹";0;0;0;0;in;99945334;1702620633786667492;TiaraVirginaa;https://twitter.com/TiaraVirginaa/status/1702620633786667492
Fri Sep 15 09:29:24 +0000 2023;1702615589939036630;"oala ngene rasae sosis keju indomaret e";0;0;0;0;in;1715974950;1702615589939036630;vionaandiraa;https://twitter.com/vionaandiraa/status/1702615589939036630
Fri Sep 15 09:13:20 +0000 2023;1702611548072767569;"Sosis indomaret yang keju kenapa enak banget sih anjir";0;0;0;0;in;1578505715416637440;1702611548072767569;yellowyou_re;https://twitter.com/yellowyou_re/status/1702611548072767569
Fri Sep 15 09:05:27 +0000 2023;1702609565207167286;"sosis keju indomaret deket rumah  sekarang jd cepett bgtt abis semenjak viralll !!! dulu gw udah sering beli,,, sekarang abangnya kalo ditanya masih ada gakk jawabnya "telat sih kesininya main dulu sama **** yaaa" kamprettt !";0;0;0;0;in;1267799869252501506;1702609565207167286;08020page;https://twitter.com/08020page/status/1702609565207167286
Fri Sep 15 08:57:13 +0000 2023;1702607490486251894;"Kenapa sihhh sosis keju indomaret kosong mulu?!😭";0;4;0;0;in;1180812263491375105;1702607490486251894;imonyourMark;https://twitter.com/imonyourMark/status/1702607490486251894
Fri Sep 15 04:46:15 +0000 2023;1702544332652490972;"susah bgt ya sekarang nyari sosis keju indomaret";0;0;0;0;in;770469381964963841;1702544332652490972;erotisv;https://twitter.com/erotisv/status/1702544332652490972
Thu Sep 14 17:38:54 +0000 2023;1702376387640959313;"pas pagi, gak nyarap gak makan apa2 soalnya buru2 ada kelas pagi 2sks doang argh😫 baliknya cuma minum stmj pertama jajan 2 sosis keju indomaret (tadi divideoin malah gak ke record jadi kesel) makan siang ama ayam+sambel+sayur lanjuttttt..";0;1;0;0;in;1316948522176901121;1702376385728356806;ppppira_;https://twitter.com/ppppira_/status/1702376387640959313
Thu Sep 14 08:47:57 +0000 2023;1702242772856840306;"-Selldips! Misi mas mba semuanya, aku mau nawarin sosis keju indomaret yang viral itu. Harganya 13k free ongkir buat daerah tembalang. Dijamin ganyesel banget soalnya kejunya lumer dimulut. Kalo mau bisa reply ya nanti aku dm. Makasih semuanya👋🤩 https://t.co/hOBqOlnKUy";0;4;0;3;in;1177052356925513728;1702242772856840306;undipmenfess;https://twitter.com/undipmenfess/status/1702242772856840306
Thu Sep 14 08:25:42 +0000 2023;1702237172097855668;"sosis indomaret wenak poll apalagi yg keju 🤤 https://t.co/v5EZXgjSzN";0;0;0;2;in;496553255;1702237172097855668;usrnotfound20;https://twitter.com/usrnotfound20/status/1702237172097855668
Thu Sep 14 04:50:59 +0000 2023;1702183134786400338;"Super cool vinsen with tons of voucher indomaret pasti buat jajan sosis keju, ngaku kamu. Congratulations on your first lomba 17an as budak korporet, and champion must be your actual name, right?";0;2;0;1;in;1134273882460893185;1702183134786400338;edgyouth;https://twitter.com/edgyouth/status/1702183134786400338
Wed Sep 13 15:38:10 +0000 2023;1701983619097715073;"@jkyukm09 iyaa disini ada si yg jualan donat tapi udah bertahun2 gak kesitu next time mau cek deh demi sosis keju bakar indomaret";0;1;0;0;in;1519670335699709952;1701979959030698335;artemissszz_;https://twitter.com/artemissszz_/status/1701983619097715073
Wed Sep 13 13:59:37 +0000 2023;1701958816936456240;"@FOODFESS2 donat, somay, nasi rendang cabe ijo indomaret, dan sosis keju indomaret https://t.co/fo6n7sbe7j";0;0;0;1;in;2170161595;1699801470743576940;usaranwna;https://twitter.com/usaranwna/status/1701958816936456240
Wed Sep 13 13:26:33 +0000 2023;1701950495240208692;"siapa sih yg bikin viral sosis keju indomaret?!! skrg jadi sulit dimana mana 😤";0;0;0;0;in;1697666189336645632;1701950495240208692;cherrybumpp;https://twitter.com/cherrybumpp/status/1701950495240208692
Wed Sep 13 12:23:14 +0000 2023;1701934561012453500;"Me abis laper mata beli sosis keju indomaret sama siomay di hari yang sama, pas malem baru inget kalau mau diet:";0;0;0;0;in;1306826050677035009;1701934561012453500;kemiriseledri;https://twitter.com/kemiriseledri/status/1701934561012453500
Wed Sep 13 07:05:00 +0000 2023;1701854474082595196;"sosis keju indomaret kenapa jadi langka😭 fess https://t.co/vysXnP7uE4";4;17;0;39;in;939277717966544896;1701854474082595196;FOODFESS2;https://twitter.com/FOODFESS2/status/1701854474082595196
Wed Sep 13 01:56:52 +0000 2023;1701776932214591889;"info sosis keju indomaret daerah bdl dong";0;1;0;0;in;1076658745420075009;1701776932214591889;cchhiieelll;https://twitter.com/cchhiieelll/status/1701776932214591889
Wed Sep 13 00:40:50 +0000 2023;1701757796713377998;"7. aku suka sarapan epok epok telur pake basreng 🫰🏻 8. comfort foodku mie gaga jalapeno atau ga supermie kari ayam pake sosis keju indomaret  9. aku suka warna pink 🎀 10. aku cinta bgt sm haerin, haerin sunghoon haerin sunghoon 🫶🏻🫶🏻🍶";0;1;0;0;in;1548673747565301762;1701757796713377998;Sunqhoonl;https://twitter.com/Sunqhoonl/status/1701757796713377998
Tue Sep 12 17:33:36 +0000 2023;1701650280704795098;"@ihcaleuy___ euceu2 time ulah date ideas. jadi hari ini kita kehabisan ide dan duit, jadi kita beli ini deh guys *beli sosis indomaret dan makaroni keju ck*";0;0;0;0;in;1157129686863888385;1701627094063804590;acceleracid;https://twitter.com/acceleracid/status/1701650280704795098
Tue Sep 12 12:18:39 +0000 2023;1701571022112346375;"[tf] infoin yg jual sosis indomaret keju dongg ak fomo pengin sekali🙏🏻🥲";0;0;0;0;in;1144936897812168705;1701571022112346375;tegalfess;https://twitter.com/tegalfess/status/1701571022112346375
Tue Sep 12 08:13:06 +0000 2023;1701509223555940386;"Bm sosis keju nya indomaret 😓";0;1;0;0;in;1699829246133432323;1701509223555940386;ryacell_;https://twitter.com/ryacell_/status/1701509223555940386
Tue Sep 12 07:36:32 +0000 2023;1701500021366272372;"Kenapa yaa sosis Indomaret yg keju suka abis padahal enak bgt anjret kek kriuk gitu lebih enak daripada merk yg bisa langsung makan dingin dingin";0;0;0;0;in;1345502615950356481;1701500021366272372;kmjpcy;https://twitter.com/kmjpcy/status/1701500021366272372
Tue Sep 12 06:43:57 +0000 2023;1701486788219650381;"Sebelum viral, nyobain sosis indomaret keju langsung jatuh cinta. Mana kesempatan nyoba pas di rest area arah jalan balik dari jogja. Udah di sby nyari kemana2 sosis ini susah bgt bgt. Kok bisa dia viral malah makin susah sayaa inimahh😩😩";0;0;0;0;in;588930449;1701486788219650381;semakinembuh;https://twitter.com/semakinembuh/status/1701486788219650381
Tue Sep 12 05:40:37 +0000 2023;1701470850971738119;"-dips! Infooo sosis keju di seluruh Indomaret se-ngesrep - tembalang raya udah ready blm yaa, ntar capek mutar muter ehhh gak dapet lagi 😢";0;0;0;1;in;1177052356925513728;1701470850971738119;undipmenfess;https://twitter.com/undipmenfess/status/1701470850971738119
Mon Sep 11 17:18:44 +0000 2023;1701284148680466545;"tolong bgt ini mah utk para warga solo infoin indomaret mana yg jual sosis keju krn ak udh pgn mampus bgt hidupku ga berarti kl blm mam sosis yg ktny enak itu😔😔😔😔😔😔";0;2;0;0;in;956086258438041601;1701284148680466545;angeloamaggio;https://twitter.com/angeloamaggio/status/1701284148680466545
Mon Sep 11 17:16:56 +0000 2023;1701283699323707760;"sosis keju indomaret di solo susah bgt dicarinya dah sbel😔😔😔";1;0;0;1;in;956086258438041601;1701283699323707760;angeloamaggio;https://twitter.com/angeloamaggio/status/1701283699323707760
Mon Sep 11 16:33:30 +0000 2023;1701272766954263016;"kok jadi penasaran sama sosis keju nya Indomaret ya?";0;0;0;0;in;843845288544493569;1701272766954263016;boowmaan;https://twitter.com/boowmaan/status/1701272766954263016
Mon Sep 11 15:28:34 +0000 2023;1701256426772140078;"@adorablebeee Siapa yg viralin sosis keju indomaret??!!! Jingaaaaannn";0;1;0;0;in;65652644;1701239207866269983;noviayuu;https://twitter.com/noviayuu/status/1701256426772140078
Mon Sep 11 15:27:12 +0000 2023;1701256081186730068;"@FOODFESS2 yang keju ma yang ori enakk semuaa sihh, worth it bangett dri pada beli sosis2 bakar dipinggir jalan yg 15rebu, mending beli sosis Indomaret ( menurut ku )";0;1;0;0;in;1617729023639162881;1701254369398718755;fyou0_;https://twitter.com/fyou0_/status/1701256081186730068
Mon Sep 11 14:20:09 +0000 2023;1701239207866269983;"Lg pengen sosis keju indomaret, dimana2 abis anjir sampe 3 indomaret. Emang lg viral di tiktod tu sosis keju indomaret?!!!!!! SIAPA YG VIRALIN SOSIS KEJU INDOMARET?!!! 😡";0;1;0;0;in;65652644;1701239207866269983;noviayuu;https://twitter.com/noviayuu/status/1701239207866269983
Mon Sep 11 13:22:59 +0000 2023;1701224820816728541;"-dips! jastip sosis keju indomaret yang tau indomaret sosis keju dimana pliss, anter ke gondang drop fee";0;1;0;0;in;1177052356925513728;1701224820816728541;undipmenfess;https://twitter.com/undipmenfess/status/1701224820816728541
Mon Sep 11 11:54:56 +0000 2023;1701202662073774544;"SOSIS KEJU INDOMARET KAPAN RESTOCK";0;0;0;0;in;1350481875383455749;1701202662073774544;3657luv;https://twitter.com/3657luv/status/1701202662073774544
Mon Sep 11 10:54:13 +0000 2023;1701187383105073160;"mau coba sosis keju indomaret deh";0;1;0;0;in;2595381440;1701187383105073160;hazelnoode;https://twitter.com/hazelnoode/status/1701187383105073160
Mon Sep 11 05:15:22 +0000 2023;1701102110119751716;"Ada yang pernah nyobain sosis keju Indomaret viral itu gk?rasanya emang seenak itu ya? Gw tetiba pengen";0;1;0;0;in;1405766077116682243;1701102110119751716;ttaehubby;https://twitter.com/ttaehubby/status/1701102110119751716
Mon Sep 11 01:51:24 +0000 2023;1701050778973270496;"Misi hari ini: cari sosis bakar keju indomaret.";0;1;0;0;in;1217718190135922688;1701050778973270496;idrinktosleep;https://twitter.com/idrinktosleep/status/1701050778973270496
Mon Sep 11 01:27:19 +0000 2023;1701044717641961820;"Susah bat si cari sosis keju indomaret ,-";0;0;0;0;in;1594295768068018176;1701044717641961820;Amoxicilin83;https://twitter.com/Amoxicilin83/status/1701044717641961820
Sun Sep 10 16:16:21 +0000 2023;1700906063791612062;"Sosis keju indomaret susah amat dah";1;0;0;12;in;2986400930;1700906063791612062;ayyshiteruu;https://twitter.com/ayyshiteruu/status/1700906063791612062
Sun Sep 10 14:45:04 +0000 2023;1700883089768214834;"So far, enakan sosis indomaret yang keju. Ini original biasa aja kayak sosis ada umumnya. https://t.co/a7FMUaTerP";0;0;0;1;in;1162389418759487489;1700883089768214834;inibukanhani;https://twitter.com/inibukanhani/status/1700883089768214834
Sun Sep 10 11:31:48 +0000 2023;1700834455844524275;"-dips! sosis indomaret yg keju di tembalang dimana yaa?";0;0;0;0;in;1177052356925513728;1700834455844524275;undipmenfess;https://twitter.com/undipmenfess/status/1700834455844524275
Sun Sep 10 11:12:08 +0000 2023;1700829506330857725;"Nyari sosis keju indomaret yg lagi viral dimane sih. Indomaret deket sini ga ada semua🥺";0;1;0;1;in;1680186514934996992;1700829506330857725;minitearex;https://twitter.com/minitearex/status/1700829506330857725
Sun Sep 10 06:03:48 +0000 2023;1700751910331126222;"sosis keju indomaret kenapa enak banget ya";0;0;0;0;in;1309831597202440192;1700751910331126222;epiovne;https://twitter.com/epiovne/status/1700751910331126222
Sun Sep 10 02:23:17 +0000 2023;1700696414085644789;"kata gua, indomaret cepet cepet restock sosis keju";0;0;0;0;in;1620939205374541824;1700696414085644789;pputdrafts;https://twitter.com/pputdrafts/status/1700696414085644789
Sun Sep 10 01:10:14 +0000 2023;1700678031050952890;"muter muter golek indomart seng dodolan sosis keju, tulungagung ga kebagian stock keju? @Indomaret";0;1;0;0;in;1461910928492929031;1700678031050952890;masernest_;https://twitter.com/masernest_/status/1700678031050952890
Sun Sep 10 00:15:00 +0000 2023;1700664130502607133;"braw! ada yang tau ga sih beli sosis keju indomaret di malang, di indomaret manaaa yaa? bm bangetttt";0;4;0;3;in;1165538036366446592;1700664130502607133;ubsansfess;https://twitter.com/ubsansfess/status/1700664130502607133
Sat Sep 09 19:19:34 +0000 2023;1700589781544288465;"tapi sebulanan akhir ini aku dh gaperna yang nahan makan kek aku mau apa aja aku makan itupun kek porsi kecil karna ak kalo banyak juga engap cmn porsi sosis keju indomaret yg bisa temakan tanpa engap diaku😱😱😱";0;1;0;0;in;1662065924793581568;1700589254718681140;widueymi;https://twitter.com/widueymi/status/1700589781544288465
Sat Sep 09 15:56:22 +0000 2023;1700538647584629130;"-11fess beli sosis indomaret keju daerah solo dmn ya";0;1;0;0;in;2340043838;1700538647584629130;UNSfess_;https://twitter.com/UNSfess_/status/1700538647584629130
Sat Sep 09 13:18:15 +0000 2023;1700498854683275460;"Sosis keju indomaret enak bangett wkwkw";0;0;0;0;in;173328609;1700498854683275460;clouds_byrain;https://twitter.com/clouds_byrain/status/1700498854683275460
Sat Sep 09 09:53:43 +0000 2023;1700447382004207965;"[tf] ada yg tau gak indomaret mana yg jual sosis indomaret yg rasa keju di sekitar slawi atau tegal ?";0;6;0;1;in;1144936897812168705;1700447382004207965;tegalfess;https://twitter.com/tegalfess/status/1700447382004207965
Sat Sep 09 09:44:36 +0000 2023;1700445088068043247;"@seiseiro Klo selingkuh ntar kujadiin sosis keju indomaret";0;1;0;0;in;870250367384141824;1700407951683629097;lavendercby;https://twitter.com/lavendercby/status/1700445088068043247
Sat Sep 09 03:26:05 +0000 2023;1700349829740990942;"sosis keju indomaret habis muluu 😵‍💫";0;0;0;0;in;1504230954012844035;1700349829740990942;naffffk;https://twitter.com/naffffk/status/1700349829740990942
Sat Sep 09 03:12:21 +0000 2023;1700346377656844720;"ak pgen bli sosis indomaret yang viral isi keju meledak ntu, TP GK PRNAH NEMU??🤺🤺🧘‍♀️🧘‍♀️ adnya yang sdah teriris melingkar";1;5;0;0;in;1464847722197000194;1700346377656844720;kitipiee;https://twitter.com/kitipiee/status/1700346377656844720
Sat Sep 09 01:43:44 +0000 2023;1700324076177486024;"AKHIRNYA SETELAH MENCARI HABIS TERUS AKU DAPET SOSIS INDOMARET KEJU GUYSSS, ADA 4 GUE BELI SEMUA WKWK https://t.co/sHUlmVGVtY";0;12;0;8;in;1165978460361084935;1700324076177486024;poottieyaa;https://twitter.com/poottieyaa/status/1700324076177486024
Fri Sep 08 19:10:21 +0000 2023;1700225075465826618;"ap yg membuat sosis keju indomaret tbtb viral lg perasaan itu udah lama bgt ada yh";0;0;0;0;in;1132951197843771392;1700225075465826618;diamondwonu;https://twitter.com/diamondwonu/status/1700225075465826618
Fri Sep 08 14:29:13 +0000 2023;1700154328072278162;"sosis keju indomaret enak bet ya allah tp knp sih akhir akhir ini abis trs";0;1;0;1;in;868666317900886017;1700154328072278162;sifaandlr;https://twitter.com/sifaandlr/status/1700154328072278162
Fri Sep 08 12:19:44 +0000 2023;1700121742101107075;"@convomfs incer sosis keju indomaret";0;0;0;0;in;1498958269091823617;1700120192456831453;yelw323;https://twitter.com/yelw323/status/1700121742101107075
Fri Sep 08 12:17:47 +0000 2023;1700121250809737519;"gila sosis keju indomaret enak bgt, 2 aja ga cukup bgsttt";0;3;0;0;in;57843594;1700121250809737519;chaniaago;https://twitter.com/chaniaago/status/1700121250809737519
Fri Sep 08 09:31:23 +0000 2023;1700079372865347879;"sosis keju indomaret cepet bgt sold nya ☹️ selalu ga kebagian hikss https://t.co/pi0wmppJVI";0;1;0;1;in;1234722261006835712;1700079372865347879;bbyoctopusss;https://twitter.com/bbyoctopusss/status/1700079372865347879
Fri Sep 08 07:42:49 +0000 2023;1700052051835933131;"@tanyakanrl sosis Indomaret, ak mw yg keju tpi abis '^' https://t.co/iCcVUO4ya7";0;1;0;0;in;1393947651536687104;1699837445813203312;httpuriaeri;https://twitter.com/httpuriaeri/status/1700052051835933131
Fri Sep 08 06:18:19 +0000 2023;1700030787356332104;"pengen sosis keju indomaret";0;0;0;0;in;1139185881925898240;1700030787356332104;Milkybear66;https://twitter.com/Milkybear66/status/1700030787356332104
Fri Sep 08 06:06:42 +0000 2023;1700027862303334415;"Nyari sosis keju di indomaret jadi susah, lagian orang pada norak amat, tu sosis udah ada dr dulu ngapa baru viral skrg? Awas aja kalo ampe ternyata di keep sm pegawainya";0;1;1;0;in;1427078221;1700027862303334415;ElfathyazHer;https://twitter.com/ElfathyazHer/status/1700027862303334415
Fri Sep 08 05:30:07 +0000 2023;1700018657462775950;"baru nyobain sosis keju indomaret ternyata enak amay";0;0;0;0;in;2961386311;1700018657462775950;peottries;https://twitter.com/peottries/status/1700018657462775950
Fri Sep 08 05:00:32 +0000 2023;1700011214812901609;"um! info indomaret yg ada sosis keju dong";0;1;0;0;in;740762250613399552;1700011214812901609;um_fess;https://twitter.com/um_fess/status/1700011214812901609
Fri Sep 08 02:00:31 +0000 2023;1699965909937586241;"kotor bgt pikiran gw makan sosis keju indomaret doang ga berenti ketawa";0;0;0;0;in;2739632311;1699965909937586241;aiamgowrenk;https://twitter.com/aiamgowrenk/status/1699965909937586241
Fri Sep 08 01:43:22 +0000 2023;1699961592732168651;"bete bgt nyari sosis keju indomaret ga ketemu ketemu";0;1;0;0;in;1205046714182225921;1699961592732168651;aiycrylic;https://twitter.com/aiycrylic/status/1699961592732168651
Thu Sep 07 16:20:27 +0000 2023;1699819933583171830;"@haechananon kek mau ke indomaret beli sosis keju";0;1;0;0;in;1416024882878455812;1699786038234034659;nanonthinker;https://twitter.com/nanonthinker/status/1699819933583171830
Thu Sep 07 15:45:29 +0000 2023;1699811130703782083;"woy tembalang krisis sosis keju indomaret";0;4;0;2;in;1604014024995135488;1699811130703782083;lucayulicius;https://twitter.com/lucayulicius/status/1699811130703782083
Thu Sep 07 13:31:40 +0000 2023;1699777453982699887;"selama ini selalu beli yang original, ternyata yang keju enaaaa juga. aku cinta sosis indomaret 🫶🏻 https://t.co/fZiovmDbHd";0;3;0;1;in;1205773839046606850;1699777453982699887;yourluvsoon;https://twitter.com/yourluvsoon/status/1699777453982699887
Thu Sep 07 13:21:35 +0000 2023;1699774917984862637;"waktu ke indomaret mau belu sosis dan gua emg lg pgn yg rasa ori, mba2nya 'yg enak keju yg lg viral mba'  mbaa, saya belom viral jg itu sosis udh sy beli muluuuu🌝";0;1;0;0;in;1485465858998943744;1699774917984862637;kyutipiezz;https://twitter.com/kyutipiezz/status/1699774917984862637
Thu Sep 07 10:57:51 +0000 2023;1699738745204043836;"Kemaren2 pas sosis indomaret blom viral diem2 aja, sekarang lagi viral nyari yg keju susah bet.";0;1;0;0;in;3134191908;1699738745204043836;shnt____;https://twitter.com/shnt____/status/1699738745204043836
Thu Sep 07 09:04:55 +0000 2023;1699710327578083623;"sosis keju indomaret seenak itu kh?";0;0;0;0;in;1105515243822669825;1699710327578083623;canceri0usx;https://twitter.com/canceri0usx/status/1699710327578083623
Wed Sep 06 18:08:32 +0000 2023;1699484744071930327;"@jweyiipark sosis keju indomaret wkwkwk lagi viral bgt di tiktok";0;0;0;0;in;1567024623971364865;1699483982965137913;gunwookzb1;https://twitter.com/gunwookzb1/status/1699484744071930327
Wed Sep 06 15:36:40 +0000 2023;1699446525649387621;"indomaret mana yg sosis keju nya ga ‘kosong kak’⁉️‼️‼️";0;1;0;0;in;1664441656349962240;1699446525649387621;skuelayism;https://twitter.com/skuelayism/status/1699446525649387621
Wed Sep 06 15:21:50 +0000 2023;1699442793691881881;"@MenfessUnej emg sosis keju belum masuk jbr nder. percuma muterin semua Indomaret se-jbr klo ternyata emg belum masuk:)";0;0;0;0;in;1072450243483000832;1699377943804547364;mashitdiary;https://twitter.com/mashitdiary/status/1699442793691881881
Wed Sep 06 15:00:10 +0000 2023;1699437337996837055;"@intsiaaa Beneran ada? Sosis keju Indomaret yg viral itu";0;1;0;0;in;837230820972646402;1699430028260393185;halloha1_;https://twitter.com/halloha1_/status/1699437337996837055
Wed Sep 06 14:31:07 +0000 2023;1699430028260393185;"Woiilah di Lampung belum ada sosis keju Indomaret 😩😩";0;1;0;0;in;837230820972646402;1699430028260393185;halloha1_;https://twitter.com/halloha1_/status/1699430028260393185
Wed Sep 06 11:09:24 +0000 2023;1699379266260255092;"SOSIS INDOMARET YG KEJU ENAK BANGET BJIIIIRRR. GUE MAKAN 2 HARI INI BERASA KURANG. MAU LAGIII MASA";0;0;0;0;in;1107090144387973120;1699379266260255092;Utiiiii6;https://twitter.com/Utiiiii6/status/1699379266260255092
Wed Sep 06 09:29:23 +0000 2023;1699354096975925631;"lagi viral sosis indomaret yang keju, padahal lebih enakan yang bbq (kata org yg ga suka keju)";0;0;0;0;in;1492338577422036996;1699354096975925631;summerinft;https://twitter.com/summerinft/status/1699354096975925631
Wed Sep 06 09:27:15 +0000 2023;1699353557865209997;"Aaaaaaaa pgn sosis keju Indomaret knp habis semua😭😭😭";0;1;0;4;in;924641149435785217;1699353557865209997;bee_cecankyut;https://twitter.com/bee_cecankyut/status/1699353557865209997
Wed Sep 06 08:51:41 +0000 2023;1699344608235577462;"Viral sosis keju di indomaret. Ku udah sering beli sebelum viral dong😎";0;0;0;0;in;1086489702079782912;1699344608235577462;e_chan98;https://twitter.com/e_chan98/status/1699344608235577462
Wed Sep 06 06:54:11 +0000 2023;1699315039281590515;"Indomaret mane ade jual sosis  yg rase keju tu budak! Fyp aku itu semuee aaa ngilerr :((((";0;1;0;0;in;1212717256234291200;1699315039281590515;FessPonti;https://twitter.com/FessPonti/status/1699315039281590515
Wed Sep 06 04:56:48 +0000 2023;1699285498978828516;"sosis Indomaret yang keju emang pada kosong kah anjirrrr";0;1;0;0;in;1487723665622208512;1699285498978828516;angclxu8;https://twitter.com/angclxu8/status/1699285498978828516
Wed Sep 06 03:54:43 +0000 2023;1699269874508526072;"Mbak mbak indomaret di jakarta baik banget sih nawarin sosis rasa keju sebelum viral 😭 ada kali aku beli 8 kali bolak balik";0;0;0;0;in;1632195244665212928;1699269874508526072;beomgayung;https://twitter.com/beomgayung/status/1699269874508526072
Wed Sep 06 03:53:52 +0000 2023;1699269658606727176;"Kemana lagi aku harus cari sosis indomaret rasa keju langkah banget kalo di bali 😭";1;2;0;0;in;1632195244665212928;1699269658606727176;beomgayung;https://twitter.com/beomgayung/status/1699269658606727176
Tue Sep 05 19:19:26 +0000 2023;1699140196930052166;"ak bsok beli sosis indomaret ah, kan lg vira tu, pdaha w suka yg ori, tp keju jg enak sie, beli semua deh cixixi ak rindu pda kriuk sosij";0;0;0;0;in;1014540548378464257;1699140196930052166;sunriselyy;https://twitter.com/sunriselyy/status/1699140196930052166
Tue Sep 05 16:06:12 +0000 2023;1699091571503927387;"@tanyakanrl Hey sender, kamu udah nyobain makan/jajanan yang viral-viral belom? aku belom sempat nyoba sosis keju indomaret nih, ayok nder nyobain bareng";0;0;0;0;in;814391137133658113;1699076179217760481;aniyaniya21;https://twitter.com/aniyaniya21/status/1699091571503927387
Tue Sep 05 14:23:17 +0000 2023;1699065670351413309;"Sebel bgt sosis indomaret yg keju skrg abis trs";0;0;0;0;in;1145184846634840064;1699065670351413309;guritajinjit;https://twitter.com/guritajinjit/status/1699065670351413309
Tue Sep 05 09:54:00 +0000 2023;1698997902205685858;"@abbacchion Aku blm coba yg keju, krn indomaret dkt rumahku jarang jualan itu jga 🤣, yg ada cmn sosis biasa, tpi enak sih, aku tanya mereknya mbanya gak mau jawab wkwkw";0;1;0;0;in;1551923325093511170;1698994284534579623;hellorainysm;https://twitter.com/hellorainysm/status/1698997902205685858
Tue Sep 05 07:52:37 +0000 2023;1698967356884811797;"nyari sosis indomaret yang rasa keju kenapa jadi susah bjir semenjak rame di tiktok???????";0;1;0;0;in;2569067568;1698967356884811797;frapuxinno;https://twitter.com/frapuxinno/status/1698967356884811797
Tue Sep 05 06:54:29 +0000 2023;1698952727135760788;"Kenapa nyari sosis keju indomaret susah bgt langka banget🥲";0;0;0;0;in;1296124922855481344;1698952727135760788;rinetamawar;https://twitter.com/rinetamawar/status/1698952727135760788
Tue Sep 05 06:50:59 +0000 2023;1698951845480468962;"Mau brownis amanda yg keju ama greentea ama srikaya, ama donat jco,es doger, es cincau ijau, es buah juga bolee eskelapa keknya juga seger, sma sosis indomaret yg keju, trs pizza, trs naspad. Enakk....🤤";0;0;0;0;in;1293042395961888770;1698951845480468962;CB27daebak;https://twitter.com/CB27daebak/status/1698951845480468962
Mon Sep 04 17:02:49 +0000 2023;1698743431567380863;"MASA KATANYA MBA MBA KASIR DI LAMPUNG BLM ADA SOSIS INDOMARET YG KEJU 😭";0;0;0;0;in;1130454702;1698743431567380863;bukancocoo;https://twitter.com/bukancocoo/status/1698743431567380863
Mon Sep 04 17:00:48 +0000 2023;1698742920915140958;"gila sosis keju indomaret enak banget mau beli 10";0;0;0;0;in;1686951333981728768;1698742920915140958;reneviies;https://twitter.com/reneviies/status/1698742920915140958
Mon Sep 04 14:05:32 +0000 2023;1698698815212236941;"sama pop mie dower pake sosis keju indomaret😞";0;1;0;0;in;1248170058708209669;1698697841215181046;chillinbitj;https://twitter.com/chillinbitj/status/1698698815212236941
Mon Sep 04 13:22:20 +0000 2023;1698687944209653901;"muter² nyari sosis keju indomaret ga ketemu akhirnya tetep ke merjosari juga 😃";0;0;0;0;in;1330116639443066884;1698687944209653901;xxsaabila;https://twitter.com/xxsaabila/status/1698687944209653901
Mon Sep 04 13:21:07 +0000 2023;1698687637245280319;"ah cupu bgt disini gada sosis keju indomaret yg viral di tt😓👎🏻";0;0;0;0;in;1314155527790710785;1698687637245280319;jstteen;https://twitter.com/jstteen/status/1698687637245280319
Mon Sep 04 12:28:17 +0000 2023;1698674340727001375;"um! beli sosis keju indomaret dmana ya yg adaa?? indomrt fresh dpn um abis muluu huhu";0;0;0;0;in;740762250613399552;1698674340727001375;um_fess;https://twitter.com/um_fess/status/1698674340727001375
Mon Sep 04 07:13:35 +0000 2023;1698595144768094618;"Bm sosis indomaret yg keju, tiap nyari keabisan mulu🥺";0;0;0;0;in;967981079675133952;1698595144768094618;Sifanurazizah2;https://twitter.com/Sifanurazizah2/status/1698595144768094618
Mon Sep 04 05:25:23 +0000 2023;1698567915396895216;"abis nyobain sosis indomaret yg keju kok asin bgt ya😁";0;1;0;0;in;1079421993911349253;1698567915396895216;shoeshitei;https://twitter.com/shoeshitei/status/1698567915396895216
Mon Sep 04 04:58:47 +0000 2023;1698561221480558917;"kesel deh sosis keju indomaret skg kaya langka bgt jir. indomaret mn lg yg hrs ak kunjungi??😞";0;0;0;1;in;1392149410881044483;1698561221480558917;alealebrun;https://twitter.com/alealebrun/status/1698561221480558917
Mon Sep 04 04:53:13 +0000 2023;1698559822185333217;"Semenjak sosis keju Indomaret viral, demi sekarang gua jadi jarang nemu itu sosis keju. Biasanya di Indomaret deket rumah stock selalu banyak. Sekarang tinggal yg original aja 😭😭";0;0;0;0;in;171841117;1698559822185333217;riscaindaeyo;https://twitter.com/riscaindaeyo/status/1698559822185333217
